-1.0 	 0.5013 	 0.572 	 -1.851 	 -1.279
-1.0 	 0.5013 	 0.212 	 -0.612 	 -0.4
-1.0 	 0.5013 	 0.156 	 -0.299 	 -0.142
-1.0 	 0.5013 	 0.578 	 -2.726 	 -2.148
-1.0 	 0.5013 	 0.249 	 5.061 	 5.31
-1.0 	 0.5013 	 0.565 	 30.149 	 30.714
-1.0 	 0.5013 	 0.56 	 -5.984 	 -5.425
-1.0 	 0.5013 	 0.364 	 -3.423 	 -3.059
-1.0 	 0.5013 	 0.647 	 3.766 	 4.413
-1.0 	 0.5013 	 0.576 	 3.627 	 4.203
-1.0 	 0.5013 	 0.569 	 1.676 	 2.245
-1.0 	 0.5013 	 0.294 	 -1.996 	 -1.702
-1.0 	 0.5013 	 0.173 	 -2.778 	 -2.605
-1.0 	 0.5013 	 0.686 	 -5.157 	 -4.471
-1.0 	 0.5013 	 0.538 	 3.601 	 4.139
-1.0 	 0.5013 	 0.272 	 2.458 	 2.73
-1.0 	 0.5013 	 1.002 	 6.62 	 7.621
-1.0 	 0.5013 	 0.436 	 -1.51 	 -1.074
-1.0 	 0.5013 	 0.448 	 -0.404 	 0.045
-1.0 	 0.5013 	 0.51 	 -2.12 	 -1.61
-1.0 	 0.5013 	 0.277 	 -1.892 	 -1.615
-1.0 	 0.5013 	 0.375 	 0.88 	 1.255
-1.0 	 0.5013 	 0.441 	 -0.878 	 -0.437
-1.0 	 0.5013 	 0.215 	 -1.567 	 -1.352
-1.0 	 0.5013 	 0.137 	 -1.161 	 -1.024
-1.0 	 0.5013 	 0.378 	 -2.266 	 -1.888
-1.0 	 0.5013 	 0.561 	 0.519 	 1.08
-1.0 	 0.5013 	 0.603 	 0.193 	 0.795
-1.0 	 0.5013 	 0.265 	 -2.828 	 -2.563
-1.0 	 0.5013 	 1.244 	 9.61 	 10.854
-1.0 	 0.5013 	 0.697 	 7.207 	 7.904
-1.0 	 0.5013 	 0.399 	 -3.315 	 -2.917
-1.0 	 0.5013 	 0.538 	 -3.957 	 -3.419
-1.0 	 0.5013 	 0.643 	 -3.916 	 -3.273
-1.0 	 0.5013 	 0.657 	 -3.513 	 -2.856
-1.0 	 0.5013 	 0.585 	 -2.777 	 -2.192
-1.0 	 0.5013 	 0.55 	 -1.738 	 -1.188
-1.0 	 0.5013 	 0.576 	 -0.944 	 -0.367
-1.0 	 0.5013 	 0.751 	 4.187 	 4.938
-1.0 	 0.5013 	 0.531 	 -1.232 	 -0.701
-1.0 	 0.5013 	 0.526 	 -1.846 	 -1.32
-1.0 	 0.5013 	 0.479 	 -2.258 	 -1.778
-1.0 	 0.5013 	 0.389 	 -1.711 	 -1.322
-1.0 	 0.5013 	 0.405 	 -2.077 	 -1.672
-1.0 	 0.5013 	 0.415 	 -2.061 	 -1.646
-1.0 	 0.5013 	 0.331 	 -0.534 	 -0.203
-1.0 	 0.5013 	 0.249 	 -1.219 	 -0.969
-1.0 	 0.5013 	 0.189 	 -0.979 	 -0.791
-1.0 	 0.5013 	 0.934 	 4.663 	 5.597
-1.0 	 0.5013 	 0.605 	 -4.942 	 -4.337
-1.0 	 0.5013 	 0.271 	 -3.81 	 -3.538
-1.0 	 0.5013 	 0.265 	 -2.885 	 -2.62
-1.0 	 0.5013 	 0.417 	 -1.526 	 -1.109
-1.0 	 0.5013 	 0.983 	 7.127 	 8.11
-1.0 	 0.5013 	 0.514 	 5.761 	 6.275
-1.0 	 0.5013 	 0.367 	 -1.197 	 -0.83
-1.0 	 0.5013 	 0.446 	 -3.385 	 -2.939
-1.0 	 0.5013 	 0.522 	 -3.647 	 -3.126
-1.0 	 0.5013 	 0.666 	 -4.63 	 -3.964
-1.0 	 0.5013 	 0.613 	 -3.156 	 -2.544
-1.0 	 0.5013 	 0.526 	 -2.61 	 -2.085
-1.0 	 0.5013 	 0.348 	 -0.852 	 -0.504
-1.0 	 0.5013 	 0.253 	 -1.481 	 -1.229
-1.0 	 0.5013 	 0.442 	 -0.074 	 0.367
-1.0 	 0.5013 	 0.153 	 -1.459 	 -1.305
-1.0 	 0.5013 	 0.468 	 -2.458 	 -1.991
-1.0 	 0.5013 	 0.018 	 -0.798 	 -0.78
-1.0 	 0.5013 	 0.308 	 -1.641 	 -1.333
-1.0 	 0.5013 	 0.081 	 0.142 	 0.222
-1.0 	 0.5013 	 0.036 	 -1.292 	 -1.256
-1.0 	 0.5013 	 0.551 	 5.258 	 5.809
-1.0 	 0.5013 	 0.047 	 -1.16 	 -1.113
-1.0 	 0.5013 	 1.144 	 8.754 	 9.898
-1.0 	 0.5013 	 0.019 	 -1.011 	 -0.992
-1.0 	 0.5013 	 0.719 	 -1.93 	 -1.212
-1.0 	 0.5013 	 0.49 	 -0.968 	 -0.478
-1.0 	 0.5013 	 0.557 	 -2.827 	 -2.271
-1.0 	 0.5013 	 0.57 	 -2.655 	 -2.085
-1.0 	 0.5013 	 0.534 	 7.192 	 7.727
-1.0 	 0.5013 	 0.531 	 -1.873 	 -1.342
-1.0 	 0.5013 	 0.562 	 -0.714 	 -0.152
-1.0 	 0.5013 	 0.514 	 -1.678 	 -1.164
-1.0 	 0.5013 	 0.551 	 -0.034 	 0.517
-1.0 	 0.5013 	 0.515 	 -2.078 	 -1.563
-1.0 	 0.5013 	 0.578 	 0.578 	 1.157
-1.0 	 0.5013 	 0.438 	 1.227 	 1.665
-1.0 	 0.5013 	 0.296 	 -2.137 	 -1.841
-1.0 	 0.5013 	 0.595 	 -2.753 	 -2.158
-1.0 	 0.5013 	 0.486 	 -2.257 	 -1.771
-1.0 	 0.5013 	 0.519 	 -2.626 	 -2.107
-1.0 	 0.5013 	 0.509 	 -2.35 	 -1.841
-1.0 	 0.5013 	 0.503 	 -1.178 	 -0.674
-1.0 	 0.5013 	 0.435 	 -0.174 	 0.261
-1.0 	 0.5013 	 0.328 	 -0.73 	 -0.401
-1.0 	 0.5013 	 0.195 	 -0.662 	 -0.466
-1.0 	 0.5013 	 0.533 	 2.605 	 3.138
-1.0 	 0.5013 	 0.354 	 -1.885 	 -1.531
-1.0 	 0.5013 	 0.975 	 2.454 	 3.429
-1.0 	 0.5013 	 0.97 	 10.28 	 11.25
-1.0 	 0.5013 	 0.119 	 -2.699 	 -2.58
-1.0 	 0.5013 	 0.863 	 -4.786 	 -3.924
-1.0 	 0.5013 	 0.642 	 -2.182 	 -1.54
-1.0 	 0.5013 	 0.572 	 -2.57 	 -1.997
-1.0 	 0.5013 	 0.047 	 -1.767 	 -1.719
-1.0 	 0.5013 	 0.379 	 1.339 	 1.717
-1.0 	 0.5013 	 0.578 	 0.384 	 0.962
-1.0 	 0.5013 	 0.184 	 -1.501 	 -1.317
-1.0 	 0.5013 	 0.397 	 1.643 	 2.039
-1.0 	 0.5013 	 0.202 	 -1.19 	 -0.988
-1.0 	 0.5013 	 0.212 	 -0.192 	 0.021
-1.0 	 0.5013 	 0.288 	 0.953 	 1.24
-1.0 	 0.5013 	 0.838 	 0.024 	 0.862
-1.0 	 0.5013 	 0.774 	 -1.218 	 -0.444
-1.0 	 0.5013 	 0.505 	 -1.057 	 -0.552
-1.0 	 0.5013 	 0.375 	 -2.443 	 -2.068
-1.0 	 0.5013 	 0.315 	 0.092 	 0.407
-1.0 	 0.5013 	 0.715 	 4.837 	 5.552
-1.0 	 0.5013 	 0.416 	 -2.278 	 -1.863
-1.0 	 0.5013 	 0.313 	 0.604 	 0.916
-1.0 	 0.5013 	 0.321 	 -2.654 	 -2.334
-1.0 	 0.5013 	 0.372 	 -2.373 	 -2.001
-1.0 	 0.5013 	 0.425 	 -2.653 	 -2.227
-1.0 	 0.5013 	 0.337 	 -1.951 	 -1.614
-1.0 	 0.5013 	 0.311 	 -1.818 	 -1.507
-1.0 	 0.5013 	 0.611 	 5.038 	 5.65
-1.0 	 0.5013 	 0.49 	 3.11 	 3.6
-1.0 	 0.5013 	 0.083 	 -0.063 	 0.02
-1.0 	 0.5013 	 0.141 	 0.247 	 0.388
-1.0 	 0.5013 	 0.109 	 -0.989 	 -0.881
-1.0 	 0.5013 	 0.778 	 2.227 	 3.005
-1.0 	 0.5013 	 0.095 	 -1.42 	 -1.325
-1.0 	 0.5013 	 0.31 	 -2.411 	 -2.101
-1.0 	 0.5013 	 0.497 	 4.375 	 4.872
-1.0 	 0.5013 	 0.069 	 -0.987 	 -0.918
-1.0 	 0.5013 	 0.067 	 -0.676 	 -0.609
-1.0 	 0.5013 	 0.218 	 2.735 	 2.953
-1.0 	 0.5013 	 0.398 	 1.834 	 2.232
-1.0 	 0.5013 	 0.135 	 0.397 	 0.532
-1.0 	 0.5013 	 0.047 	 -0.621 	 -0.574
-1.0 	 0.5013 	 0.805 	 4.891 	 5.696
-1.0 	 0.5013 	 0.1 	 -0.082 	 0.018
-1.0 	 0.5013 	 0.29 	 0.149 	 0.44
-1.0 	 0.5013 	 0.07 	 -0.882 	 -0.812
-1.0 	 0.5013 	 0.115 	 -1.267 	 -1.152
-1.0 	 0.5013 	 0.194 	 -2.202 	 -2.008
-1.0 	 0.5013 	 0.439 	 -2.734 	 -2.295
-1.0 	 0.5013 	 0.119 	 0.339 	 0.458
-1.0 	 0.5013 	 0.08 	 0.986 	 1.066
-1.0 	 0.5013 	 0.04 	 0.936 	 0.976
-1.0 	 0.5013 	 0.046 	 1.032 	 1.078
-1.0 	 0.5013 	 0.392 	 1.654 	 2.046
-1.0 	 0.5013 	 0.166 	 0.226 	 0.392
-1.0 	 0.5013 	 0.214 	 -1.47 	 -1.256
-1.0 	 0.5013 	 0.265 	 -2.041 	 -1.776
-1.0 	 0.5013 	 0.253 	 -3.324 	 -3.071
-1.0 	 0.5013 	 0.205 	 -2.346 	 -2.141
-1.0 	 0.5013 	 0.108 	 2.523 	 2.632
-1.0 	 0.5013 	 0.113 	 -0.682 	 -0.569
-1.0 	 0.5013 	 0.342 	 -2.655 	 -2.313
-1.0 	 0.5013 	 0.067 	 -0.106 	 -0.039
-1.0 	 0.5013 	 0.07 	 -1.959 	 -1.889
-1.0 	 0.5013 	 0.064 	 -1.209 	 -1.145
-1.0 	 0.5013 	 0.793 	 3.72 	 4.513
-1.0 	 0.5013 	 0.12 	 0.111 	 0.231
-1.0 	 0.5013 	 0.086 	 -1.324 	 -1.238
-1.0 	 0.5013 	 0.138 	 -2.434 	 -2.296
-1.0 	 0.5013 	 0.104 	 -1.049 	 -0.946
-1.0 	 0.5013 	 0.24 	 -2.599 	 -2.359
-1.0 	 0.5013 	 0.165 	 2.958 	 3.123
-1.0 	 0.5013 	 0.072 	 -0.429 	 -0.357
-1.0 	 0.5013 	 0.12 	 -1.793 	 -1.673
-1.0 	 0.5013 	 0.099 	 -0.902 	 -0.803
-1.0 	 0.5013 	 0.049 	 -1.532 	 -1.483
-1.0 	 0.5013 	 0.617 	 -3.08 	 -2.463
-1.0 	 0.5013 	 0.146 	 0.366 	 0.512
-1.0 	 0.5013 	 0.536 	 4.363 	 4.9
-1.0 	 0.5013 	 0.099 	 -1.55 	 -1.451
-1.0 	 0.5013 	 0.487 	 -3.099 	 -2.613
-1.0 	 0.5013 	 0.328 	 2.678 	 3.006
-1.0 	 0.5013 	 0.094 	 0.916 	 1.01
-1.0 	 0.5014 	 0.042 	 -1.413 	 -1.371
-1.0 	 0.5014 	 0.164 	 -1.675 	 -1.511
-1.0 	 0.5014 	 0.021 	 0.173 	 0.194
-1.0 	 0.5014 	 0.157 	 1.089 	 1.247
-1.0 	 0.5014 	 0.798 	 -0.886 	 -0.089
-1.0 	 0.5014 	 0.632 	 -4.643 	 -4.012
-1.0 	 0.5014 	 0.565 	 -1.916 	 -1.351
-1.0 	 0.5014 	 0.036 	 0.881 	 0.917
-1.0 	 0.5014 	 0.025 	 0.226 	 0.251
-1.0 	 0.5014 	 0.323 	 1.317 	 1.64
-1.0 	 0.5014 	 0.397 	 3.679 	 4.077
-1.0 	 0.5014 	 0.039 	 1.101 	 1.14
-1.0 	 0.5014 	 0.469 	 -3.505 	 -3.036
-1.0 	 0.5014 	 0.456 	 3.717 	 4.173
-1.0 	 0.5014 	 0.149 	 2.444 	 2.593
-1.0 	 0.5014 	 0.014 	 -0.305 	 -0.291
-1.0 	 0.5014 	 0.104 	 -0.462 	 -0.358
-1.0 	 0.5014 	 0.089 	 -0.096 	 -0.007
-1.0 	 0.5014 	 0.049 	 0.419 	 0.469
-1.0 	 0.5014 	 0.062 	 -0.621 	 -0.559
-1.0 	 0.5014 	 0.258 	 -0.18 	 0.078
-1.0 	 0.5014 	 0.553 	 0.067 	 0.62
-1.0 	 0.5014 	 0.102 	 0.802 	 0.904
-1.0 	 0.5014 	 0.368 	 -2.058 	 -1.69
-1.0 	 0.5014 	 0.307 	 -0.736 	 -0.43
-1.0 	 0.5014 	 0.403 	 -3.46 	 -3.057
-1.0 	 0.5014 	 0.27 	 -1.917 	 -1.647
-1.0 	 0.5014 	 0.158 	 -0.47 	 -0.312
-1.0 	 0.5014 	 0.206 	 -1.905 	 -1.699
-1.0 	 0.5014 	 0.058 	 -1.12 	 -1.061
-1.0 	 0.5014 	 0.308 	 0.935 	 1.243
-1.0 	 0.5014 	 0.153 	 0.323 	 0.476
-1.0 	 0.5014 	 0.056 	 -0.402 	 -0.346
-1.0 	 0.5014 	 0.038 	 0.269 	 0.307
-1.0 	 0.5014 	 0.112 	 0.395 	 0.508
-1.0 	 0.5014 	 0.074 	 -1.548 	 -1.474
-1.0 	 0.5014 	 0.272 	 -1.018 	 -0.746
-1.0 	 0.5014 	 0.826 	 3.325 	 4.151
-1.0 	 0.5014 	 0.229 	 0.089 	 0.318
-1.0 	 0.5014 	 0.109 	 -0.757 	 -0.649
-1.0 	 0.5014 	 0.333 	 -1.735 	 -1.402
-1.0 	 0.5014 	 0.583 	 -1.168 	 -0.585
-1.0 	 0.5014 	 0.268 	 -1.236 	 -0.968
-1.0 	 0.5014 	 0.164 	 -0.948 	 -0.784
-1.0 	 0.5014 	 0.119 	 0.021 	 0.141
-1.0 	 0.5014 	 0.091 	 1.017 	 1.108
-1.0 	 0.5014 	 0.525 	 2.785 	 3.31
-1.0 	 0.5014 	 0.317 	 1.814 	 2.131
-1.0 	 0.5014 	 0.205 	 1.438 	 1.643
-1.0 	 0.5014 	 0.062 	 0.988 	 1.051
-1.0 	 0.5014 	 0.053 	 -1.282 	 -1.229
-1.0 	 0.5014 	 0.089 	 -1.648 	 -1.56
-1.0 	 0.5014 	 0.025 	 -0.427 	 -0.402
-1.0 	 0.5014 	 0.147 	 -1.414 	 -1.268
-1.0 	 0.5014 	 0.232 	 -0.264 	 -0.032
-1.0 	 0.5014 	 0.041 	 -0.378 	 -0.337
-1.0 	 0.5014 	 0.179 	 -0.051 	 0.128
-1.0 	 0.5014 	 0.202 	 -1.951 	 -1.749
-1.0 	 0.5014 	 0.083 	 -1.827 	 -1.744
-1.0 	 0.5014 	 0.315 	 2.214 	 2.529
-1.0 	 0.5014 	 0.05 	 -0.077 	 -0.028
-1.0 	 0.5014 	 0.527 	 -1.739 	 -1.212
-1.0 	 0.5014 	 0.103 	 0.068 	 0.171
-1.0 	 0.5014 	 0.626 	 -4.481 	 -3.855
-1.0 	 0.5014 	 0.075 	 -1.365 	 -1.29
-1.0 	 0.5014 	 1.159 	 -0.791 	 0.368
-1.0 	 0.5014 	 0.029 	 -0.869 	 -0.84
-1.0 	 0.5014 	 0.037 	 2.083 	 2.12
-1.0 	 0.5014 	 0.413 	 -2.88 	 -2.467
-1.0 	 0.5014 	 0.418 	 2.894 	 3.312
-1.0 	 0.5014 	 0.095 	 -0.289 	 -0.194
-1.0 	 0.5014 	 0.072 	 1.444 	 1.516
-1.0 	 0.5014 	 0.126 	 0.035 	 0.161
-1.0 	 0.5014 	 0.389 	 -3.471 	 -3.082
-1.0 	 0.5014 	 0.221 	 -1.006 	 -0.785
-1.0 	 0.5014 	 0.083 	 -0.955 	 -0.872
-1.0 	 0.5014 	 0.37 	 2.239 	 2.609
-1.0 	 0.5014 	 0.061 	 0.938 	 0.999
-1.0 	 0.5014 	 0.076 	 -0.858 	 -0.782
-1.0 	 0.5014 	 0.137 	 -0.267 	 -0.13
-1.0 	 0.5014 	 0.078 	 -1.329 	 -1.251
-1.0 	 0.5014 	 0.086 	 0.404 	 0.49
-1.0 	 0.5014 	 0.346 	 1.742 	 2.088
-1.0 	 0.5014 	 0.642 	 -3.651 	 -3.009
-1.0 	 0.5014 	 0.038 	 -0.902 	 -0.864
-1.0 	 0.5014 	 0.74 	 2.298 	 3.038
-1.0 	 0.5014 	 0.143 	 0.045 	 0.188
-1.0 	 0.5014 	 0.709 	 -1.964 	 -1.255
-1.0 	 0.5014 	 0.115 	 -1.101 	 -0.985
-1.0 	 0.5014 	 0.23 	 -1.313 	 -1.083
-1.0 	 0.5014 	 0.104 	 0.562 	 0.666
-1.0 	 0.5014 	 0.666 	 -0.849 	 -0.183
-1.0 	 0.5014 	 0.588 	 -3.332 	 -2.744
-1.0 	 0.5014 	 0.222 	 -0.731 	 -0.509
-1.0 	 0.5014 	 0.201 	 -2.477 	 -2.276
-1.0 	 0.5014 	 0.125 	 -0.588 	 -0.463
-1.0 	 0.5014 	 0.299 	 -0.554 	 -0.255
-1.0 	 0.5014 	 0.205 	 1.336 	 1.541
-1.0 	 0.5014 	 0.015 	 -0.303 	 -0.288
-1.0 	 0.5014 	 0.03 	 -0.595 	 -0.565
-1.0 	 0.5014 	 0.217 	 1.415 	 1.632
-1.0 	 0.5014 	 0.758 	 -2.04 	 -1.282
-1.0 	 0.5014 	 0.09 	 0.531 	 0.621
-1.0 	 0.5014 	 0.015 	 2.13 	 2.145
-1.0 	 0.5014 	 0.28 	 1.329 	 1.609
-1.0 	 0.5014 	 0.035 	 -0.273 	 -0.238
-1.0 	 0.5014 	 0.261 	 0.257 	 0.519
-1.0 	 0.5014 	 0.129 	 0.264 	 0.393
-1.0 	 0.5014 	 0.62 	 -1.818 	 -1.198
-1.0 	 0.5014 	 0.122 	 -0.213 	 -0.091
-1.0 	 0.5014 	 0.121 	 -1.266 	 -1.145
-1.0 	 0.5014 	 0.024 	 0.213 	 0.237
-1.0 	 0.5014 	 0.096 	 0.099 	 0.195
-1.0 	 0.5014 	 0.183 	 -0.221 	 -0.038
-1.0 	 0.5014 	 0.176 	 3.425 	 3.6
-1.0 	 0.5014 	 0.052 	 1.723 	 1.775
-1.0 	 0.5014 	 0.025 	 0.135 	 0.16
-1.0 	 0.5014 	 0.025 	 -0.994 	 -0.97
-1.0 	 0.5014 	 0.226 	 0.783 	 1.009
-1.0 	 0.5014 	 0.583 	 -2.356 	 -1.773
-1.0 	 0.5014 	 0.15 	 -1.032 	 -0.882
-1.0 	 0.5014 	 0.312 	 1.396 	 1.707
-1.0 	 0.5014 	 0.08 	 -1.144 	 -1.064
-1.0 	 0.5014 	 0.463 	 -1.686 	 -1.222
-1.0 	 0.5014 	 0.03 	 2.574 	 2.603
-1.0 	 0.5014 	 0.084 	 1.712 	 1.796
-1.0 	 0.5014 	 0.156 	 7.605 	 7.761
-1.0 	 0.5014 	 0.117 	 0.948 	 1.065
-1.0 	 0.5014 	 0.111 	 -1.689 	 -1.578
-1.0 	 0.5014 	 0.041 	 0.82 	 0.861
-1.0 	 0.5014 	 0.044 	 -0.179 	 -0.135
-1.0 	 0.5014 	 0.073 	 -0.298 	 -0.225
-1.0 	 0.5014 	 0.23 	 -2.536 	 -2.306
-1.0 	 0.5014 	 0.03 	 -0.689 	 -0.659
-1.0 	 0.5014 	 0.499 	 -2.374 	 -1.875
-1.0 	 0.5014 	 0.529 	 -4.18 	 -3.651
-1.0 	 0.5014 	 0.084 	 1.115 	 1.199
-1.0 	 0.5014 	 0.016 	 -1.018 	 -1.002
-1.0 	 0.5014 	 0.038 	 -0.33 	 -0.291
-1.0 	 0.5014 	 0.237 	 0.603 	 0.84
-1.0 	 0.5014 	 0.018 	 -0.121 	 -0.103
-1.0 	 0.5014 	 0.377 	 5.512 	 5.889
-1.0 	 0.5014 	 0.021 	 -0.398 	 -0.377
-1.0 	 0.5014 	 0.379 	 -2.112 	 -1.733
-1.0 	 0.5014 	 0.015 	 -0.429 	 -0.414
-1.0 	 0.5014 	 0.174 	 -1.306 	 -1.132
-1.0 	 0.5014 	 0.186 	 -1.066 	 -0.88
-1.0 	 0.5014 	 0.028 	 -0.394 	 -0.366
-1.0 	 0.5014 	 0.069 	 -1.136 	 -1.067
-1.0 	 0.5014 	 0.088 	 -0.513 	 -0.425
-1.0 	 0.5014 	 0.095 	 -0.414 	 -0.319
-1.0 	 0.5014 	 0.058 	 -0.074 	 -0.015
